Idade,Genero,Estado,UF,Regiao,Nivel de Ensino,Area de Formacao,Cargo,Nivel,Faixa Salarial,Tempo de Experiencia,Forma de Trabalho
25.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Analista de Dados,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo 100% remoto
25.0,Masculino,São Paulo,SP,Sudeste,Mestrado,Economia/ Administração / Contabilidade / Finanças,Analista de Negócios,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 2 a 3 anos,Modelo híbrido com dias fixos de trabalho presencial
32.0,Masculino,Bahia,BA,Nordeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 6 a 10 anos,Modelo 100% remoto
18.0,Masculino,Minas Gerais,MG,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
23.0,Feminino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Júnior,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,Modelo 100% remoto
34.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Analista de Negócios,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo 100% presencial
54.0,Feminino,Rio de Janeiro,RJ,Sudeste,Mestrado,Estatística/ Matemática / Matemática Computacional,Analista de Dados,Sênior,de R$ 6.001/mês a R$ 8.000/mês,Mais de 10 anos,Modelo 100% remoto
32.0,Masculino,Paraíba,PB,Nordeste,Pós-graduação,Outras Engenharias,Analista de BI,Júnior,de R$ 2.001/mês a R$ 3000/mês,Mais de 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
29.0,Masculino,Rio de Janeiro,RJ,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,Modelo 100% remoto
23.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Analista de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo 100% remoto
27.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Outras Engenharias,Analista de Marketing,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo 100% remoto
28.0,Masculino,Rio Grande do Sul,RS,Sul,Mestrado,Estatística/ Matemática / Matemática Computacional,Cientista de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,Modelo híbrido com dias fixos de trabalho presencial
32.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Ciências Sociais,Analista de Negócios,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,Modelo 100% presencial
25.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Química / Física,Analista de BI,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto
31.0,Masculino,Espírito Santo,ES,Sudeste,Estudante de Graduação,Outras Engenharias,Analista de Marketing,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo 100% remoto
26.0,Feminino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
26.0,Feminino,Pernambuco,PE,Nordeste,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,,,,,
34.0,Masculino,Santa Catarina,SC,Sul,Graduação/Bacharelado,Outras Engenharias,Analista de BI,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
25.0,Masculino,Rio de Janeiro,RJ,Sudeste,Mestrado,Outras Engenharias,Engenheiro de Machine Learning,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo 100% remoto
29.0,Masculino,Paraíba,PB,Nordeste,Graduação/Bacharelado,Outras Engenharias,,,,,
32.0,Masculino,Pernambuco,PE,Nordeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,,,,,
37.0,Masculino,Distrito Federal,DF,Centro-Oeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Cientista de Dados,Pleno,de R$ 25.001/mês a R$ 30.000/mês,de 4 a 5 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
35.0,Masculino,Paraná,PR,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial
21.0,Masculino,São Paulo,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,Modelo 100% remoto
24.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Engenheiro de Dados,Sênior,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo 100% remoto
43.0,Feminino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
29.0,Masculino,Rio de Janeiro,RJ,Sudeste,Mestrado,Economia/ Administração / Contabilidade / Finanças,Engenheiro de Machine Learning,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo 100% remoto
27.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Analista de BI,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 2 a 3 anos,Modelo 100% remoto
30.0,Masculino,Paraná,PR,Sul,Graduação/Bacharelado,Outras Engenharias,Analista de Negócios,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,Modelo 100% presencial
33.0,Feminino,Minas Gerais,MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo 100% remoto
28.0,Masculino,Minas Gerais,MG,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Desenvolvedor,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo 100% remoto
42.0,Masculino,São Paulo,SP,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Modelo 100% remoto
25.0,Masculino,Bahia,BA,Nordeste,Graduação/Bacharelado,Outras Engenharias,Outras Engenharias,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial
41.0,Feminino,Rio Grande do Sul,RS,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,Mais de 10 anos,Modelo híbrido com dias fixos de trabalho presencial
38.0,Masculino,Rio Grande do Sul,RS,Sul,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Machine Learning,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,Modelo 100% remoto
24.0,Masculino,Bahia,BA,Nordeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Cientista de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo 100% remoto
23.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Analista de BI,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
27.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Analista de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo 100% remoto
35.0,Feminino,São Paulo,SP,Sudeste,Mestrado,Marketing / Publicidade / Comunicação / Jornalismo,Analista de Negócios,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
30.0,Feminino,Rio de Janeiro,RJ,Sudeste,Graduação/Bacharelado,Outras Engenharias,Engenheiro de Machine Learning,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
28.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Machine Learning,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,Modelo 100% remoto
21.0,Masculino,São Paulo,SP,Sudeste,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,,,,,
40.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Negócios,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Não tenho experiência na área de dados,Modelo 100% remoto
38.0,Masculino,Bahia,BA,Nordeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Modelo 100% remoto
35.0,Masculino,Minas Gerais,MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,Mais de 10 anos,Modelo 100% remoto
40.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Desenvolvedor,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
36.0,Masculino,São Paulo,SP,Sudeste,Mestrado,Marketing / Publicidade / Comunicação / Jornalismo,Analista de Marketing,Sênior,de R$ 4.001/mês a R$ 6.000/mês,Não tenho experiência na área de dados,Modelo 100% remoto
28.0,Masculino,Paraná,PR,Sul,Graduação/Bacharelado,Outras Engenharias,Analista de BI,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo 100% remoto
26.0,Masculino,Goiás,GO,Centro-Oeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,Modelo 100% remoto
28.0,Feminino,Santa Catarina,SC,Sul,Graduação/Bacharelado,Outras,Engenheiro de Dados,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Modelo 100% remoto
24.0,Masculino,Paraná,PR,Sul,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,Analista de Dados,Pleno,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo 100% remoto
35.0,Masculino,Rio Grande do Sul,RS,Sul,Pós-graduação,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Cientista de Dados,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 6 a 10 anos,Modelo híbrido com dias fixos de trabalho presencial
38.0,Masculino,Rio de Janeiro,RJ,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Pleno,de R$ 2.001/mês a R$ 3000/mês,de 6 a 10 anos,Modelo 100% remoto
25.0,Feminino,Pernambuco,PE,Nordeste,Graduação/Bacharelado,Outras Engenharias,Product Manager,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 2 a 3 anos,Modelo 100% remoto
54.0,Masculino,Distrito Federal,DF,Centro-Oeste,Mestrado,Outras,Analista de BI,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 6 a 10 anos,Modelo 100% presencial
34.0,Masculino,Alagoas,AL,Nordeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 6 a 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
34.0,Masculino,Minas Gerais,MG,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Desenvolvedor,Sênior,de R$ 4.001/mês a R$ 6.000/mês,Não tenho experiência na área de dados,Modelo 100% remoto
27.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Cientista de Dados,Júnior,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
32.0,Masculino,Paraná,PR,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Analista de BI,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,Modelo 100% presencial
33.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Cientista de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo 100% remoto
54.0,Feminino,São Paulo,SP,Sudeste,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Engenheiro de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo 100% remoto
26.0,Masculino,Rio de Janeiro,RJ,Sudeste,Doutorado ou Phd,Química / Física,Cientista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto
23.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Engenheiro de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo 100% remoto
31.0,Masculino,Minas Gerais,MG,Sudeste,Não tenho graduação formal,,Analista de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,Modelo 100% remoto
,Masculino,Santa Catarina,SC,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Outro,Sênior,de R$ 4.001/mês a R$ 6.000/mês,Mais de 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
26.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Desenvolvedor,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Modelo 100% remoto
33.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Outras Engenharias,Engenheiro de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo 100% remoto
24.0,Masculino,Pernambuco,PE,Nordeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados,Júnior,Menos de R$ 1.000/mês,Menos de 1 ano,Modelo 100% remoto
25.0,Masculino,Minas Gerais,MG,Sudeste,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,Cientista de Dados,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo 100% remoto
25.0,Feminino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Desenvolvedor,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Não tenho experiência na área de dados,Modelo 100% remoto
35.0,Masculino,Paraná,PR,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 6 a 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
24.0,Masculino,Distrito Federal,DF,Centro-Oeste,Graduação/Bacharelado,Outras Engenharias,Cientista de Dados,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
21.0,Masculino,São Paulo,SP,Sudeste,Não tenho graduação formal,,Engenheiro de Machine Learning,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
22.0,Feminino,Distrito Federal,DF,Centro-Oeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo 100% presencial
38.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Desenvolvedor,Pleno,de R$ 4.001/mês a R$ 6.000/mês,Não tenho experiência na área de dados,Modelo 100% remoto
22.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo 100% remoto
27.0,Masculino,Rio de Janeiro,RJ,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Analista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto
29.0,Masculino,Santa Catarina,SC,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
30.0,Masculino,São Paulo,SP,Sudeste,Doutorado ou Phd,Química / Física,,,,,
28.0,Feminino,Santa Catarina,SC,Sul,Mestrado,Outras Engenharias,Cientista de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
27.0,Masculino,Paraná,PR,Sul,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Engenheiro de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
24.0,Masculino,Minas Gerais,MG,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo 100% remoto
22.0,Feminino,São Paulo,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo 100% remoto
36.0,Masculino,Minas Gerais,MG,Sudeste,Mestrado,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Outro,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial
30.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Analista de Negócios,Pleno,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,Modelo híbrido com dias fixos de trabalho presencial
31.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
22.0,Masculino,Rio de Janeiro,RJ,Sudeste,Estudante de Graduação,Outras Engenharias,Desenvolvedor,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
37.0,Masculino,Pernambuco,PE,Nordeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
29.0,Feminino,Minas Gerais,MG,Sudeste,Pós-graduação,Outras Engenharias,Analista de Dados,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 6 a 10 anos,Modelo 100% presencial
46.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional,Analista de BI,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,Modelo 100% remoto
26.0,Masculino,Fora do Brasil,Exterior,Exterior,Estudante de Graduação,Outras Engenharias,,,,,
29.0,Masculino,Rio de Janeiro,RJ,Sudeste,Graduação/Bacharelado,Outras Engenharias,,,,,
21.0,Masculino,São Paulo,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,Modelo 100% remoto
31.0,Masculino,Rio de Janeiro,RJ,Sudeste,Pós-graduação,Outras Engenharias,Cientista de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,Modelo 100% remoto
30.0,Masculino,São Paulo,SP,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados,Pleno,de R$ 25.001/mês a R$ 30.000/mês,de 2 a 3 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
28.0,Masculino,Rio de Janeiro,RJ,Sudeste,Mestrado,Outras Engenharias,Analista de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
38.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Desenvolvedor,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
35.0,Masculino,Alagoas,AL,Nordeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo 100% remoto
54.0,Masculino,São Paulo,SP,Sudeste,Doutorado ou Phd,Outras Engenharias,,,,,
36.0,Feminino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,Modelo 100% remoto
38.0,Masculino,Pernambuco,PE,Nordeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 6 a 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
20.0,Masculino,Espírito Santo,ES,Sudeste,Estudante de Graduação,Outras Engenharias,Analista de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
24.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados,Sênior,de R$ 20.001/mês a R$ 25.000/mês,de 2 a 3 anos,Modelo 100% remoto
27.0,Masculino,Minas Gerais,MG,Sudeste,Mestrado,Outras Engenharias,Cientista de Dados,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto
,Feminino,São Paulo,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Outro,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,Modelo híbrido com dias fixos de trabalho presencial
22.0,Feminino,São Paulo,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 2 a 3 anos,Modelo 100% remoto
25.0,Masculino,Paraná,PR,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Modelo 100% remoto
26.0,Masculino,Rio de Janeiro,RJ,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
27.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,,,,,
28.0,Masculino,São Paulo,SP,Sudeste,Mestrado,Outras Engenharias,Outro,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Modelo 100% remoto
32.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Analista de Inteligência de Mercado,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo 100% remoto
31.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Analista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
26.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Negócios,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 5 anos,Modelo híbrido com dias fixos de trabalho presencial
30.0,Masculino,Paraná,PR,Sul,Doutorado ou Phd,Química / Física,Cientista de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,Modelo 100% remoto
39.0,Masculino,Fora do Brasil,Exterior,Exterior,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Outro,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
25.0,Masculino,Fora do Brasil,Exterior,Exterior,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
21.0,Masculino,Rio Grande do Sul,RS,Sul,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
25.0,Masculino,Pernambuco,PE,Nordeste,Graduação/Bacharelado,Outras Engenharias,Engenheiro de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto
24.0,Masculino,Rio de Janeiro,RJ,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,,,,,
31.0,Masculino,Rio Grande do Sul,RS,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Analista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo 100% remoto
34.0,Feminino,Bahia,BA,Nordeste,Mestrado,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,,,,,
30.0,Feminino,Minas Gerais,MG,Sudeste,Graduação/Bacharelado,Outras Engenharias,Cientista de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto
29.0,Masculino,Piauí,PI,Nordeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Analista de Dados,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo 100% remoto
34.0,Feminino,Rio de Janeiro,RJ,Sudeste,Mestrado,Química / Física,Engenheiro de Dados,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Modelo 100% remoto
